title,director,actor,box_office,synopsis,poster,open_date,degree,genre,country,movie_time
노트북,닉 카사베츠,"레이첼 맥아덤즈,라이언 고슬링",827580.0,"""영혼을 바쳐 한 사람을 사랑했고, 그것만으로도 성공한 인생입니다"" 노아(라이언 고슬링)는 여름 휴가를 맞아 잠시 시골로 내려온 밝고 아름다운 부잣집 아가씨 앨리(레이첼 맥아담스)에게 한 눈에 반한다. 서로에게 빠르게 빠져들어 뜨거운 여름을 보내는 두 사람. 그러나 너무나 다른 가정 환경으로 인해 강렬했던 노아와 앨리의 첫사랑은 이별을 맞는다. 시간이 흐른 후, 여전히 서로를 가슴속에 묻은 채 살던 두 사람은 우연히 재회하게 된다. 그러나 앨리의 곁엔 결혼을 약속한 완벽한 약혼자가 있는데...",https://search.pstatic.net/common?type=o&size=176x264&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20240925_19%2F1727227907187sGgBn_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,2024.10.09.,2004.11.26.,15세 이상 관람가,"멜로/로맨스, 드라마",미국
필사의 추격,김재훈,"박성웅,이명희,곽시양,윤경호,정유진,박효주,손종학,신승환,김광규,예수정,윤병희,장재호,송영규,황재열,박성준,성동일,박철민,한서윤,배진완",121335.0,"완벽한 변장술로 형사들을 크게 뺑이 치게 만들어 빅뺑이라 불리는 사기꾼 김인해(박성웅), 말보다 주먹이 빠른 분노조절장애 형사 조수광(곽시양), 피도 눈물도 없는 보스 주린팡(윤경호)까지 각기 다른 이유로 제주도에서 운명적으로 조우한 세 사람! 도망칠 곳 없는 제주에 발을 디딘 그들의 쫓고 쫓기는 대환장 추격이 시작된다!",https://search.pstatic.net/common?type=o&size=176x264&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20240821_72%2F1724220296669hufAz_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,2024.08.21.,15세 이상 관람가,"코미디, 액션",대한민국,109분
길위에 김대중,민환기,"김대중,김도영,김재록,서석규,김남희,장현성",128717.0,"목포의 청년 사업가, 국민과 함께 파란곡절 역사에 서다! 목포의 제일 가는 청년사업가 김대중. 탄탄대로를 걷던 그의 눈에 들어온 것은 이념의 정치에 희생되던 무고한 국민들이었다. 국민의 정치, 민주주의가 뿌리내린 세상을 만들기 위해 김대중은 정치인이 되기로 결심한다. 보장된 미래를 뒤로 하고 파란곡절의 길 위에 첫 발걸음을 내딛은 그 선택의 대가는 납치, 살해 위협, 투옥과 사형선고가 되어 그를 뒤흔들지만 죽음을 선고 받은 마지막 순간에서도 김대중은 조금의 흔들림 없이 외쳤다. ""민주주의는 회복될 것입니다. 나는 그걸 확실히 믿고 있습니다."" 다섯 번의 죽을 고비를 넘긴 사형수, 네 번의 국회의원 선거와 세 번의 대선 낙선을 거친 '낙선전문가' 김대중 대통령의 일생이 대한민국 현대사 위로 아로새겨진다.",https://search.pstatic.net/common?type=o&size=176x264&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20231219_282%2F1702970750717KV2iY_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,2024.01.10.,12세 이상 관람가,다큐멘터리,대한민국,126분
더러운 돈에 손대지 마라,김민수,"정우,김대명,박병은,조현철,정해균,백수장,유태오,임화영,김윤성",88486.0,"수사도, 뒷돈 챙기는 부업도 늘 함께 하는 생계형 형사 ‘명득’(정우)과 ‘동혁’(김대명). 우연히 범죄 조직의 검은돈에 대한 정보를 입수한 두 사람은 인생 역전을 위해 신고도, 추적도 불가한 돈을 훔치기로 계획한다. 그러나 완벽한 계획을 세웠다고 생각했던 현장에서 잠입 수사 중이던 형사의 죽음으로 사건은 꼬여만 간다. “어차피 우리가 저지른 일, 수사하는 것도 우리야” 살인으로 번져버린 사건을 ‘명득’과 ‘동혁’이 직접 수사하게 되고 ‘명득’과 악연으로 얽힌 광수대 팀장 ‘승찬’(박병은)이 수사 책임자로 파견된다. 그리고, 은폐하려 했던 현장 증거까지 두 사람을 점점 압박해 오는데… 목숨 걸 자신 없다면 ‘더러운 돈에 손대지 마라’",https://search.pstatic.net/common?type=o&size=176x264&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20240913_252%2F1726187907595QapLy_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,2024.10.17.,15세 이상 관람가,"범죄, 드라마",대한민국,100분
드라이브,박동희,"박주현,김여진,김도윤,전석호,하도권,김혜나,최윤라,서우진,정웅인,문상훈,최현진,서우진,이민구,최범호,원종수,민경수,박재하,이현구,변동욱,윤서연,김상일,이건행,박지연,김보미,허준성,손용석,김선중,신서이,김보미,강희준",71749.0,"홍콩의 정보 요원인 토비(Toby Wong: 마크 다카스코스 분). 그는 가슴 속에 바이오 엔진을 장착, 몸동작과 신경을 두배 이상으로 올릴 수 있는 살인 무기로 훈련 받았다. 그러나 정부의 계략으로 사랑하는 여인마저 죽음을 당하자 추적자들을 따돌리기 위해 미국으로 건너온다. 그가 맨 처음 들른 곳은 허름한 술집. 그곳에서 3류 작곡가인 윌리(Malik Brody: 카딤 하디슨 분)를 만난 그는 뒤쫓아 온 추적자 메디슨(Vic Madison: 존 파이퍼-페구슨 분)을 피해 월리를 인질로 하여 다시 도주를 시작한다. 토비는 윌리에게 자신의 처지를 설명해 주지만 생전 처음으로 총격전을 눈앞에서 지켜본 윌리는 정신을 못차리며 도망갈 궁리만 한다. 자신의 몸속에 있는 바이오 엔진을 칼테크사에 팔기로 한 토비는 그들을 만나기 위해 방향을 LA로 돌린라. 낭자한 피의 살인극이 계속되자 윌리는 토비를 공항에 내려주고 재빨리 공포의 시간에서 벗어나고자 한다. 그러나 토비의 뒤를 쫓는 일당들을 발견한 그는 툴툴거리며 토비를 구해낸다. 어쩔 수 없이 토비를 구해주기는 했으나 자신이 한 행동에 화를 내는 윌리. 그 모습을 본 토비는 자신과 함께 LA로 가자며 금액의 반을 주겠다고 설득한다. 작은 모텔에 도착한 이들은 그동안 쌓였던 피로를 풀려고 했으나 모텔 주인인 젊은 여인 바비의 수다에 골머리를 앓는다. 갑자기 메디슨 일당이 쳐들어 오고 총격전이 벌어지자 어쩔줄 몰라하며 요란을 떠는 비비. 그녀는 파리만 날리던 지루한 일상에서 벌어진 활극을 보고는 오이려 들떠 마구잡이로 총을 쏘아댄다. 결국 바비의 도움으로 칼테크사와 연락이 된 토비는 그들을 만나기 위해 아폴로 14호라는 술집을 찾아간다. 그러나 그들을 기다리고 있었던 것은 메디슨 일당. 그리고 토비의 뒤를 이어 만들어진 제 2의 킬러. 그는 토비의 단점을 보완한 완벽한 반 인조인간으로 눈 돌릴 뜸도 없이 토비를 공격해 온다. 삽시간에 바는 온통 아수라장이 되고 무대위에서 두명의 다른, 어쩌면 같은 운명의 두 킬러가 싸움을 시작한다.",https://search.pstatic.net/common?type=o&size=176x264&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20111223_145%2F13245742575954FfEN_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,1997.05.03.,청소년 관람불가,"액션, 모험, SF, 코미디",미국,114분
뽀로로 극장판 슈퍼스타 대모험,"윤제완,김성민","이선,이미자,함수정,홍소영,정미숙,김서영,김환진,사문영,한신,심규혁,김율,황창영",388061.0,"뽀로로와 친구들은 전 우주를 통틀어 최고의 슈퍼스타를 뽑는 음악 축제 ‘파랑돌 슈퍼스타 선발대회’ 축제에 참가하기 위해 모험을 떠난다. 파랑돌 행성에 불시착한 뽀로로와 친구들 앞에 나타난 열정 가득한 매니저 ‘스캣’의 도움으로 ‘뽀로로 밴드’는 가까스로 설레는 예선 무대에 오른다. 한편, 악당 ‘빅벤’은 ‘스캣’과의 경쟁에서 이기기 위해 모든 것이 완벽한 AI 아이돌 ‘아이원’을 앞세워 대회에 참가하지만 ‘뽀로로 밴드’의 예상치 못한 인기에 위기감을 느껴 급기야 방해 공작을 벌이게 되고, 뽀로로와 친구들은 마지막 공연을 앞두고 갑작스러운 위기를 맞이하는데… 12월, 우승보다 노는 게 제일 좋은 뽀로로 밴드의 아주 특별한 모험이 시작된다!",https://search.pstatic.net/common?type=o&size=176x264&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20231106_145%2F169919951043106bD7_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,2023.12.13.,전체 관람가,애니메이션,대한민국,78분
한국이 싫어서,장건재,"고아성,김우겸,주종혁,박승현,이상희,오민애,김뜻돌,김지영,박성일,이현송,안민영,정이랑,김우택,서동근,이금주,김예별",62031.0,“행복을 찾아 새롭게 시작하기로 했다” 내가 왜 한국을 떠나느냐고? 두 마디로 요약하자면 ‘한국이 싫어서’. 세 마디로 줄이면 ‘여기서는 못 살겠어서’. 계나는 지금 이 순간의 행복을 좇아 떠나기로 했다.,https://search.pstatic.net/common?type=o&size=176x264&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20240801_165%2F1722502693425nRHqQ_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,2024.08.28.,12세 이상 관람가,드라마,대한민국,107분
6시간 후 너는 죽는다,이윤석,"박주현,손승택,재현,곽시양",50549.0,"“지금부터 6시간 후, 당신 죽어” 서른 살 생일을 하루 앞둔 ‘정윤’은 길에서 만난 낯선 남자 ‘준우’에게 죽음 예고를 듣는다. 믿을 수 없는 예언이 거짓말처럼 현실이 되어가면서 ‘정윤’은 자신을 죽이려는 범인을 찾기 위해 ‘준우’와 여정을 시작하게 되는데... 예고된 죽음 정해진 미래와 운명을 바꿀 수 있을까?",https://search.pstatic.net/common?type=o&size=176x264&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20240923_24%2F1727083734570pc0d9_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,2024.10.16.,15세 이상 관람가,스릴러,대한민국,91분
엘리자벳: 더 뮤지컬 라이브,박재석,"옥주현,이해준,이지훈,길병민",47522.0,"“루케니, 도대체 왜? 황후 엘리자벳을 죽였습니까?” “내가 그녀를 암살한 건… 그녀가 원했기 때문이오!” 황후 엘리자벳을 암살한 혐의로 100년 동안 목이 매달려 재판을 받고 있는 루케니. 그는 판사에게 엘리자벳 스스로가 죽음을 원했으며, 일생동안 ‘죽음’을 사랑했다고 항변한다. 루케니는 증인을 세우기 위해 그 시대의 죽은 자들을 다시 깨우며 과거의 이야기로 사람들을 불러들인다. 어린 시절 활기 넘치고 자유분방한 성격의 엘리자벳은 나무에 오르다 떨어지면서 신비롭고 초월적인 존재인 ‘죽음(Der Tod)’과 처음 마주하게 된다. 엘리자벳의 아름다움에 반한 ‘죽음’은 그녀를 살려두고, 마치 그림자처럼 엘리자벳의 주위를 맴돈다. 엘리자벳에게 첫 눈에 반해 평생 그녀만을 사랑했던 오스트리아의 황제 프란츠 요제프. 그는 어머니 소피의 반대를 무릅쓰고 엘리자벳과 결혼한다. 하지만 엄격한 황실 생활과 엘리자벳의 자유로운 사고방식은 계속 갈등을 일으키고, 그럴수록 시어머니 소피는 엘리자벳을 더욱 옭아매려 한다. 그런 그녀를 어둠 속에서 지켜보던 ‘죽음’은 자신이 진정한 자유를 줄 수 있다며 끊임없이 엘리자벳을 유혹한다. 한편 정치적 영향력이 커지는 엘리자벳에게 위기감을 느낀 소피는 그녀를 견제하기 위해 요제프가 바람을 피운 것처럼 계략을 꾸미고, 엘리자벳이 절망하는 와중에 ‘죽음’은 엘리자벳의 아들 루돌프에게도 모습을 드러내 아버지 요제프와 맞서도록 만든다. 정치와 사상적인 문제로 아버지와 대립하던 루돌프는 어머니에게도 위로와 도움을 받지 못하자 결국 자살을 선택한다. 아들의 자살로 어디에도 안주하지 못하고 그녀는 점점 더 왕실과 요제프에게서 멀어져만 가고, 잠시도 쉬지 않고 유럽의 곳곳을 떠돌기 시작한다. 더욱 황폐한 삶을 살아가는 황후 엘리자벳을 지켜보던 ‘죽음’은 마침내 엘리자벳을 위해 무정부주의자 루케니에게 칼을 건네는데….",https://search.pstatic.net/common?type=o&size=176x264&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20241010_147%2F17285226390359o51A_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,2024.10.16.,12세 이상 관람가,"공연실황, 뮤지컬",대한민국,163분
4분 44초,박종균,"유지애,함연지,온유,이성열,김소원,임나영,이수민,권현빈,장영남,조지승,류성현,김아현",46761.0,"[입주민 여러분께 협조 요청 드립니다] 북촌아파트 경비실입니다. 최근 우리 단지 내에서 실종사건이 일어나 경찰이 수사 중에 있습니다. 주변에서 수상한 사람을 발견하거나, 이상한 소음이 들리는 경우 경비실로 연락 주시면 즉각 조치하도록 하겠습니다. 여러분의 신고와 제보가 실종자를 찾는데 결정적 단서가 됩니다. ※ 이웃을 배려하는 마음으로 층간소음이 발생하지 않도록 주의 바랍니다. ※ 야생동물에게 먹이를 주는 행위를 삼가해 주시기 바랍니다.",https://search.pstatic.net/common?type=o&size=176x264&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20241014_70%2F1728894320231RqwTP_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,2024.11.01.,12세 이상 관람가,공포,대한민국,44분
쇼생크 탈출,프랭크 다라본트,"팀 로빈스,모건 프리먼",57609.0,"아내와 그 불륜상대를 살해했다는 누명을 쓰고 두 번의 종신형을 선고받은 엘리트 은행가 ‘앤디’는 악명 높은 교도소 ‘쇼생크’에 수감된다. 남은 평생을 살아야 할 그곳에는 끔찍한 폭력과 무기력한 시간만이 존재한다. 그럼에도 ‘앤디’는 인간다움을 잃지 않으려, 삶의 의미를 찾으려 노력한다. 금지 물품을 유통하는 장기 복역수 ‘레드’와 우정을 쌓고, 보잘것없는 도서관을 50년간 지켜온 ‘브룩스’와 새 공간을 꾸리고, 검정고시를 준비하는 청년 ‘토미’의 선생님이 되어주는 ‘앤디’. 게다가, 우연히 교도관의 세금 컨설팅을 도운 계기로 교도소장의 돈세탁까지 맡게 되는데… 그가 일궈낸 교도소의 작은 균열이 점차 큰 파장을 몰고온다! “선택은 하나밖에 없어요. 바쁘게 살든가, 바쁘게 죽든가요.”",https://search.pstatic.net/common?type=o&size=176x264&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20240404_36%2F1712216009593oVdA5_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,1995.01.28.,15세 이상 관람가,드라마,미국,142분
1980,강승용,"강신일,김규리,백성현,한수연,박준혁,전수진,이정우,윤정로,이달형,박노식,나종민,황인무,양동원",44067.0,"12·12 군사반란 불과 5개월 후 세상이 무너지고 있었다! 평생 중국 음식점 수타면을 뽑던 철수 할아버지는 1980년 5월 17일 드디어 자기 음식점을 오픈한다. 철수와 엄마, 아빠, 이모, 새신랑이 될 둘째 아들과 예비 신부까지 대가족은 이제 행복한 꿈만 꾸면 된다고 생각하는데",https://search.pstatic.net/common?type=o&size=176x264&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20240510_177%2F1715319865622j3yTH_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,2024.03.27.,12세 이상 관람가,드라마,대한민국,99분
데드라인,권봉근,"공승연,박지일,정석용,홍서준,유승목,장혁진",42208.0,"2022년 9월 가장 뜨거웠던 그날의 기억 모두의 가슴을 울릴 재난 휴먼 드라마! 전례 없는 규모의 초특급 태풍 힌남노가 포항을 강타하고 국가 기간산업의 심장인 포항제철소는 직격탄을 맞는다. 50년 가까이 한 번도 멈춘 적 없이 뜨겁게 타올랐던 제철소의 심장이 멈출 위기에 처한 절체절명의 상황. 이 와중에 시사 교양 PD 오윤화는 재난의 진실을 파헤치기 위해 제철소로 잠입 취재를 나서는데… 제철소의 심장 ‘고로’를 되살릴 데드라인은 불과 일주일, 그들은 고로를 살려낼 수 있을까?",https://search.pstatic.net/common?type=o&size=176x264&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20241101_127%2F1730452149921L3zmV_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,2024.11.06.,12세 이상 관람가,드라마,대한민국,85분
정국: 아이 엠 스틸,박준수,전정국,41965.0,"‘21세기 팝 아티스트' 방탄소년단의 정국, 그가 2023년 7월, 첫 솔로 싱글 ‘Seven(feat. Latto)’을 발표하며 ‘글로벌 팝스타'로 거듭났다. - ‘Seven’, 아시아 솔로 아티스트 최초 빌보드 HOT 100, Global 200, Global 200 Excl. US 1위 올킬 - ‘Seven’ 스포티파이 역사상 최단기간 10억 스트리밍 달성 - ‘Seven’, ‘3D (feat. Jack Harlow)’, ‘Standing Next to You’...빌보드 HOT 100 10위권에 3곡을 올린 유일한 K-팝 솔로 가수 - ‘GOLDEN’ 빌보드 200서 24주 연속 진입…K-팝 솔로 앨범 최장기 차트인! Seven, 3D, Standing Next to You를 연달아 히트시키며 2020년대를 대표하는 남성 솔로 가수로 자리매김한 정국. ‘K-팝 솔로 최초’, ‘유일무이’ 등 각종 수식어가 따라오는 정국이지만 아미(ARMY)에게 부끄럽지 않은 자랑스러운 아티스트가 되기 위해 끊임없이 노력하고 성장한다. “저는 제 나침반 보고 갑니다” 타고난 재능, 그 속의 빛나는 노력으로 자신만의 길을 나아가는 아티스트 정국. 그의 첫 솔로 싱글부터 GOLDEN 앨범 활동기까지 뉴욕, 런던, 서울 등 세계 각지를 누비며 진행된 약 8개월간의 ‘황금빛 순간’. 그간 보지 못했던 미공개 인터뷰와 비하인드, 그리고 전 세계 224개 국가/지역의 팬들과 온오프라인에서 함께했던 ‘Jung Kook ‘GOLDEN’ Live On Stage’ 그날의 현장으로! 여전히 하고 싶은 것도, 보여줄 것도 많은 정국의 이야기 ",https://search.pstatic.net/common?type=o&size=176x264&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20240828_212%2F1724826450550D0R0x_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,2024.09.18.,전체 관람가,공연실황,대한민국,94분
씬,한동석,"김윤혜,송이재,박지훈,이상아,신준철",38433.0,"뉴욕의 젊은 신부 알렉스(헤스 레저)는 친아버지 같았던 도미닉 신부가 로마에서 사망 했다는 소식을 듣는다. 알렉스는 그의 죽음의 진실을 밝히고자 각별한 인연으로 맺어진 마라(샤닌 소사먼)와 함께 로마로 향한다. 도미닉의 시신을 살펴보던 알렉스는 가슴의 상처와 함께 시신 주변에서 고대 문자로 쓰여진 메시지를 발견하고 그의 죽음이 중세시대 이단종교집단에서 행했던 '씬이터', 즉 죄를 먹는 사람에게 죄를 사면받는 의식과 매우 흡사함을 알게 된다. 알렉스는 베일에 가려진 이단종교집단의 도움을 받아 씬이터의 행방을 찾아 나선 직후, 자신이 씬이터라고 주장하는 '윌리엄 이든'이 나타난다. 윌리엄에게 접근해 비밀을 파헤칠수록 더욱 커져 가는 의문과 혼란에 괴로워하는 알렉스는 종교적 믿음 대신 마라와의 사랑에 더 많이 의지하게 된다. 그러던 어느날, 마라가 끔찍하게 죽고, 그녀의 죽음에서도 씬이터의 흔적이 발견된다. 알렉스는 누군가 모종의 음모를 꾸미고 씬이터라는 존재를 이용하고 있음을 감지하는데.",https://search.pstatic.net/common?type=o&size=176x264&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20111212_114%2F1323676389166DOoI1_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,2004.03.19.,15세 이상 관람가,"미스터리, 스릴러, 공포",미국,102분
오후 네시,송정우,"오달수,장영남,김홍파",36514.0,“예전보다 더 그가 싫어졌다. 죽이고 싶도록!” 평화로운 전원생활을 꿈꾸며 새집으로 이사 온 부부 ‘정인’과 ‘현숙’은 매일 같은 시각 방문해 침묵으로 일관하는 이웃 ‘육남’으로 인해 서서히 공포스러운 현실을 마주하게 되는데... 완벽한 일상에 끼어든 불청객! 일상 붕괴 미스터리 드라마!,https://search.pstatic.net/common?type=o&size=176x264&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20241219_292%2F1734589018351vSCsi_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,2024.10.23.,12세 이상 관람가,드라마,대한민국,111분
슈가│어거스트 디 투어 ‘디-데이’ 더 무비,박준수,민윤기,33604.0,"방탄소년단 슈가의 앙코르 콘서트 실황  (슈가│어거스트 디 투어 ‘디-데이’ 더 무비) 10개 도시, 25회 공연, 29만여 명의 관객을 동원한 월드투어 대장정의 피날레이자 수많은 관중이 뜨겁게 열광했던 ‘SUGA | Agust D TOUR 'D-DAY' THE FINAL(슈가│어거스트 디 투어 디 데이 더 파이널)’ ‘21세기 팝 아이콘’ 방탄소년단 멤버 슈가, 솔로 아티스트 Agust D(어거스트 디)의 경계를 넘나드는 풍성한 음악, 화려한 퍼포먼스, 폭발적 에너지 그리고 방탄소년단 멤버 RM, 지민, 정국과 함께한 특별한 듀엣 무대까지 ‘D-DAY’ THE FINAL, 그 날의 뜨거운 열기와 전율을 스크린에서 만난다!",https://search.pstatic.net/common?type=o&size=176x264&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20240312_69%2F1710218078915pa3Yw_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,2024.04.10.,12세 이상 관람가,공연실황,대한민국,84분
장손,오정민,"강승호,우상전,손숙,차미경,오만석,안민영,정재은,서현철,김시은,강태우,이연진",31971.0,"3대 대가족이 모두 모인 제삿날 일가의 명줄이 달린 가업 두부공장 운영 문제로 가족들이 다투는 와중, 장손 ‘성진’은 그 은혜로운 밥줄을 잇지 않겠다고 선언한다 설상가상 갑작스레 맞닥뜨린 예기치 못한 이별로 가족 간의 갈등은 극에 달하는데… 핏줄과 밥줄로 얽힌 대가족의 70년 묵은 비밀이 서서히 밝혀진다!",https://search.pstatic.net/common?type=o&size=176x264&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20240821_263%2F1724207657176mz15W_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,2024.09.11.,12세 이상 관람가,"가족, 미스터리, 드라마",대한민국,121분
김준수 콘서트 무비 챕터 원 : 레크리에이션,조윤수,김준수,31358.0,"새롭게 채워나가는 날들을 위해, 찬란하게 빛나고 있는 우리를 위해 XIA 2024 ENCORE CONCERT Chapter 1 : Recreation 명품 보컬리스트이자 퍼포머 김준수와 함께하는 위로와 회복의 시간! 'Red Diamond', 'Pit a pat', '너를 쓴다', 'Rock the World' 등 장르를 넘나드는 다양한 무대와 폭발적인 라이브, 다채로운 무대 연출, 화려한 퍼포먼스로 공연계의 새로운 패러다임을 제시하는 김준수의 첫 번째 콘서트 실황 무비! 큰 함성으로 하나 되었던 그날의 우리, 새롭게 써 내려갈 김준수의 첫 번째 챕터를 스크린으로 만난다.",https://search.pstatic.net/common?type=o&size=176x264&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20240527_120%2F1716801803652tAv9C_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,2024.06.05.,전체 관람가,공연실황,대한민국,109분
비포 선라이즈,리차드 링클레이터,"에단 호크,줄리 델피",91244.0,"오스트리아 빈으로 향하던 기차 안에서 우연히 만난 제시와 셀린. 알 수 없는 감정에 끌린 두 사람은 아무런 일정도 없이 기차에서 하차한다. 그리고 단 하루, 꿈 같은 시간을 보내게 되는데... ""난 우리가 지금 마치 꿈 속에 들어와 있는 것 같아"" 짧은 하루의 우연은 영원이 된다. <비포 선라이즈>",https://search.pstatic.net/common?type=o&size=176x264&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20240702_216%2F1719912169068cpFKU_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,2024.07.17.,1996.03.30.,15세 이상 관람가,"멜로/로맨스, 드라마","오스트리아, 미국"
아메바 소녀들과 학교괴담: 개교기념일,김민하,"김도연,손주연,강신희,정하담",29741.0,"영화감독이 꿈인 ‘지연(김도연)’과 친구들은 우연히 방송반 캐비닛에서 1998년에 촬영 된 비디오테이프를 보게 된다. 그 날 이후, ‘지연’과 친구들은 동시에 기이한 현상을 겪고, 비디오테이프의 정체를 쫓다 학교괴담을 알게 되는데… 개교기념일, 저주의 종이 울리면 시작되는 숨바꼭질! 이제 학교괴담은 현실이 되어 이들을 덮친다!",https://search.pstatic.net/common?type=o&size=176x264&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20241029_227%2F1730191179876IvbM6_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,2024.11.06.,15세 이상 관람가,"공포, 코미디",대한민국,90분
도티와 영원의 탑,"배완,양희성,박인한","나희선,최예린,이민호,이민형,차재원,엄상현,이명호,방보용,정빈,김하영,김병선,임채빈,김도희,이주원,주백호,송훈,박도영,김근환,장은서,정서진,박현기,김시우,송희,김기운,하시안,서부건,조수아,김예은,권서준,이나영,조성하,최아림,강지민,공은빈,김성하,옥수진,유규선,천민규,한효경,정찬,박신후,김경륜,이지우,허은우,김경림,홍성빈,이영호,고연우,김로아,홍윤서,박채원,이지엘,이효린,이다은,최예원,하예은,하예설,임소여,오지수,손정민,이율주,남도형,신범식",67870.0,"게임을 시작하시겠습니까? 슬럼프에 빠진 ‘순한맛’ 게임 크리에이터 ‘도티’에게 자극적인 ‘매운맛’으로 승승장구하고 있는 인기 1위 크리에이터 킬박이 게임 대결을 신청한다. 서로의 은퇴를 건 중대한 대결을 위해 도티의 든든한 지원군이자 친구들인 ‘도티즈’ 옐언니, 밍모, 코아가 함께 한다. 박진감 넘치는 게임 승부 도중, 의문의 AI 캐릭터 파파라쿤에 의해 ‘도티즈’와 킬박, 생방송 게임 시청자들이 ‘영원의 탑’이라는 게임으로 강제 소환되는데! 게임 속 상황이 현실이 되어버리는 절체절명의 위기 속, 도티와 친구들은 ‘영원의 탑’ 게임에 얽힌 비밀을 풀고 모두를 구할 수 있을까? 현실 세계의 영혼이 게임에 봉인됐다! 위기에 빠진 친구들을 구하기 위한 놀라운 게임 어드벤처가 시작된다!",https://search.pstatic.net/common?type=o&size=176x264&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20231128_275%2F1701143889583apkAE_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,2023.12.27.,전체 관람가,애니메이션,대한민국,86분
그녀에게,이상철,"김재화,성도현,빈주원,이하린,최이랑",26150.0,"“내 아이는 오래 사랑 받을 사람 '장애인(長愛人)'입니다"" 모든 일을 계획대로 이뤄내고야 마는 정치부 기자 상연. 오랜 노력 끝에 기적처럼 쌍둥이 남매를 낳지만 누나보다 느리고 더디던 둘째 지우가 (자폐성) 지적장애 2급 판정을 받으면서 상연은 이전과 완전히 다른 삶을 맞닥뜨린다. 세상에 오직 장애를 가진 자식과 자신, 단 둘 뿐인 `장애라는 섬`에 갇힌 것만 같은 상연. ‘장애도’에서의 고립을 벗어나 ‘세상 속에서’ 당당히 살기 위한 그녀의 길고 힘겨운 여정이 시작되는데...",https://search.pstatic.net/common?type=o&size=176x264&quality=85&direct=true&src=https%3A%2F%2Fs.pstatic.net%2Fmovie.phinf%2F20240808_271%2F1723085438177n4qk1_JPEG%2Fmovie_image.jpg%3Ftype%3Dw640_2,2024.09.11.,12세 이상 관람가,드라마,대한민국,105분
